Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
Impossible ici - Sinclair Lewis.epub;Lewis, Sinclair;Impossible ici;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Lewis' dans TITRE;Impossible ici;Lewis, Sinclair
Manipulateur, Le - John Grisham.epub;Grisham, John;Manipulateur, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Grisham' dans TITRE;Manipulateur, Le;Grisham, John
Qui nous affame - Daniel Estulin.epub;Estulin, Daniel;Qui nous affame;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Qui nous affame;Estulin, Daniel
Jeux interdits - François Boyer.epub;Boyer, François;Jeux interdits;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Boyer' dans TITRE;Jeux interdits;Boyer, François
Lanzarote - Michel Houellebecq.epub;Houellebecq, Michel;Lanzarote;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Houellebecq' dans TITRE;Lanzarote;Houellebecq, Michel
Après Anna - Alex Lake.epub;Lake, Alex;Après Anna;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Après Anna;Lake, Alex
Fortune de France 04 Le Prince que voilà - Robert Merle.epub;Merle, Robert;Fortune de France 04 Le Prince que voilà;310;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Chiffres dans AUTEUR | Nom d'auteur connu 'Merle' dans TITRE;Fortune de France 04 Le Prince que voilà;Merle, Robert
Underground Railroad - Colson Whitehead.epub;Whitehead, Colson;Underground Railroad;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Whitehead' dans TITRE;Underground Railroad;Whitehead, Colson
MARQUE DE LA GRENOUILLE, LA - Edgar Wallace.epub;Wallace, Edgar;MARQUE DE LA GRENOUILLE, LA;240;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Nom d'auteur connu 'Wallace' dans TITRE;MARQUE DE LA GRENOUILLE, LA;Wallace, Edgar
Cycle de l'invisible - Éric-Emmanuel Schmitt.epub;Schmitt, Éric-Emmanuel;Cycle de l'invisible;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Schmitt' dans TITRE;Cycle de l'invisible;Schmitt, Éric-Emmanuel
Vérité et existence - Jean-Paul Sartre.epub;Sartre, Jean-Paul;Vérité et existence;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Sartre' dans TITRE;Vérité et existence;Sartre, Jean-Paul
Loin de Rueil - Raymond Queneau.epub;Queneau, Raymond;Loin de Rueil;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Queneau' dans TITRE;Loin de Rueil;Queneau, Raymond
Thermes du Paradis, Les - Akli Tadjer.epub;Tadjer, Akli;Thermes du Paradis, Les;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Thermes du Paradis, Les;Tadjer, Akli
Grand vestiaire, Le - Romain Gary.epub;Gary, Romain;Grand vestiaire, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Gary' dans TITRE;Grand vestiaire, Le;Gary, Romain
Souvenirs de la marée basse - Chantal Thomas.epub;Thomas, Chantal;Souvenirs de la marée basse;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Thomas' dans TITRE;Souvenirs de la marée basse;Thomas, Chantal
Chaînes de l'avenir, Les - Philip Kindred Dick.epub;Dick, Philip Kindred;Chaînes de l'avenir, Les;190;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Dick' dans TITRE;Chaînes de l'avenir, Les;Dick, Philip Kindred
Ce coeur changeant - Agnès Desarthe.epub;Desarthe, Agnès;Ce coeur changeant;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Ce coeur changeant;Desarthe, Agnès
Dumas,Alexandre {père} [-065] Joseph Balsamo - Tome 2 (1846) french.feed.epub;Dumas,Alexandre;Joseph Balsamo - Tome 2;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Joseph Balsamo - Tome 2;Dumas,Alexandre
Mystères de Paris - Tome II, Les - Eugene Sue.epub;Sue, Eugene;Tome II, Les;230;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR | Nom d'auteur connu 'Sue' dans TITRE;Tome II, Les;Sue, Eugene
Crime et châtiment - Fédor Mikhaïlivitch Dostoïevski.epub;Dostoïevski, Fédor Mikhaïlivitch;Crime et châtiment;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Dostoïevski' dans TITRE;Crime et châtiment;Dostoïevski, Fédor Mikhaïlivitch
Fille aux cheveux noirs, La - Philip Dick.epub;Dick, Philip;Fille aux cheveux noirs, La;190;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Dick' dans TITRE;Fille aux cheveux noirs, La;Dick, Philip
Je vous écris - Mathieu Lindon.epub;Lindon, Mathieu;Je vous écris;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Je vous écris;Lindon, Mathieu
Mauvaise fille - Justine Levy.epub;Levy, Justine;Mauvaise fille;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Levy' dans TITRE;Mauvaise fille;Levy, Justine
En toute franchise - Richard Ford.epub;Ford, Richard;En toute franchise;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Ford' dans TITRE;En toute franchise;Ford, Richard
Partir - Tahar Ben Jelloun.epub;Jelloun, Tahar Ben;Partir;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Jelloun' dans TITRE;Partir;Jelloun, Tahar Ben
Mes Prisons - Paul Verlaine.epub;Verlaine, Paul;Mes Prisons;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Verlaine' dans TITRE;Mes Prisons;Verlaine, Paul
Ulysse from Bagdad - Éric-Emmanuel Schmitt.epub;Schmitt, Éric-Emmanuel;Ulysse from Bagdad;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Schmitt' dans TITRE;Ulysse from Bagdad;Schmitt, Éric-Emmanuel
Persuasion - Jane Austen.epub;Austen, Jane;Persuasion;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Persuasion;Austen, Jane
Amants du Spoutnik, Les - Haruki Murakami.epub;Murakami, Haruki;Amants du Spoutnik, Les;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Murakami' dans TITRE;Amants du Spoutnik, Les;Murakami, Haruki
Molécules - François Bégaudeau.epub;Bégaudeau, François;Molécules;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Bégaudeau' dans TITRE;Molécules;Bégaudeau, François
Oeuvres complètes_ Thérèse Raquin. Madeleine Férat - Emile Zola.epub;Zola, Emile;Oeuvres complètes_ Thérèse Raquin. Madeleine Férat;310;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Mots-clés de titre dans AUTEUR | Nom d'auteur connu 'Zola' dans TITRE;Oeuvres complètes_ Thérèse Raquin. Madeleine Férat;Zola, Emile
Hôtel Iris - Yôko Ogawa.epub;Ogawa, Yôko;Hôtel Iris;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Ogawa' dans TITRE;Hôtel Iris;Ogawa, Yôko
Sur tes traces (HarperCollins Noir) (French Edition) - Karen Rose.epub;Rose, Karen;Sur tes traces (HarperCollins Noir) (French Edition);170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Rose' dans TITRE;Sur tes traces (HarperCollins Noir) (French Edition);Rose, Karen
Perroquets de la place d'Arezzo, Les - Eric-Emmanuel Schmitt.epub;Schmitt, Eric-Emmanuel;Perroquets de la place d'Arezzo, Les;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Schmitt' dans TITRE;Perroquets de la place d'Arezzo, Les;Schmitt, Eric-Emmanuel
Fermina Marquez - Valery Larbaud.epub;Larbaud, Valery;Fermina Marquez;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Fermina Marquez;Larbaud, Valery
Sous le ciel de l'Altaï - Juan Li.epub;Li, Juan;Sous le ciel de l'Altaï;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Sous le ciel de l'Altaï;Li, Juan
Waltari,Mika [] Sinouhé l'Egyptien - Tome 1 (1945) french.Alex.epub;Waltari,Mika;Sinouhé l'Egyptien - Tome 1;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Sinouhé l'Egyptien - Tome 1;Waltari,Mika
Toc_. Toc_. Toc ! Etude - Ivan Sergeyevich Turgenev.epub;Turgenev, Ivan Sergeyevich;Toc_. Toc_. Toc ! Etude;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Turgenev' dans TITRE;Toc_. Toc_. Toc ! Etude;Turgenev, Ivan Sergeyevich
Mon frère Yves - Pierre Loti.epub;Loti, Pierre;Mon frère Yves;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Loti' dans TITRE;Mon frère Yves;Loti, Pierre
Iboy - Kévin Brooks.epub;Brooks, Kévin;Iboy;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Iboy;Brooks, Kévin
Paris - Brest - Tanguy Viel.epub;Viel, Tanguy;Brest;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Brest;Viel, Tanguy
Je, François Villon - Jean Teulé.epub;Teulé, Jean;Je, François Villon;240;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Nom d'auteur connu 'Teulé' dans TITRE;Je, François Villon;Teulé, Jean
Marcof Le Malouin - Ernest Capendu.epub;Capendu, Ernest;Marcof Le Malouin;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Marcof Le Malouin;Capendu, Ernest
Vidocq,Eugène-François [] Mémoires de Vidocq - Tome 1 (1828) french.feed.epub;Vidocq,Eugène-François;Mémoires de Vidocq - Tome 1;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Mémoires de Vidocq - Tome 1;Vidocq,Eugène-François
Hirondelles de Kaboul, Les - Yasmina Khadra.epub;Khadra, Yasmina;Hirondelles de Kaboul, Les;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Khadra' dans TITRE;Hirondelles de Kaboul, Les;Khadra, Yasmina
Féval,Paul {père} [] Jean Diable - Tome 2 (1862) french.feed.epub;Féval,Paul;Jean Diable - Tome 2;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Jean Diable - Tome 2;Féval,Paul
Été des charognes, L' - Simon Johannin.epub;Johannin, Simon;Été des charognes, L';130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Été des charognes, L';Johannin, Simon
Basketball diaries - Jim Carroll.epub;Carroll, Jim;Basketball diaries;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Basketball diaries;Carroll, Jim
Je veux devenir moine zen ! - Kiyohiro Miura.epub;Miura, Kiyohiro;Je veux devenir moine zen !;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Je veux devenir moine zen !;Miura, Kiyohiro
Penser-Classer - Georges Perec.epub;Perec, Georges;Penser-Classer;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Perec' dans TITRE;Penser-Classer;Perec, Georges
Haute Savoie 1, La - Francis Wey.epub;Wey, Francis;Haute Savoie 1, La;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Chiffres dans AUTEUR;Haute Savoie 1, La;Wey, Francis
Equateur - Antonin Varenne.epub;Varenne, Antonin;Equateur;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Varenne' dans TITRE;Equateur;Varenne, Antonin
Minuscules extases - Grozdanovitch Denis.epub;Denis, Grozdanovitch;Minuscules extases;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Denis' dans TITRE;Minuscules extases;Denis, Grozdanovitch
Mauvaise passe - Karin Slaughter.epub;Slaughter, Karin;Mauvaise passe;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Mauvaise passe;Slaughter, Karin
Oeuvres tome septième - Ismail Kadaré.epub;Kadaré, Ismail;Oeuvres tome septième;150;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Mots-clés de titre dans AUTEUR;Oeuvres tome septième;Kadaré, Ismail
Tolstoy,Lev Nikolayevich [] Anna Karenine - Tome 1 (1877) french.feed.epub;Tolstoy,Lev Nikolayevich;Anna Karenine - Tome 1;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Anna Karenine - Tome 1;Tolstoy,Lev Nikolayevich
Chroniques de l'an 18 et autres chroniques (1916) - Isaac Babel.epub;Babel, Isaac;Chroniques de l'an 18 et autres chroniques;150;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Chiffres dans AUTEUR;Chroniques de l'an 18 et autres chroniques;Babel, Isaac
Octaèdre - Julio Cortàzar.epub;Cortàzar, Julio;Octaèdre;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Octaèdre;Cortàzar, Julio
Je ne suis pas une garce - Liu Zhenyun.epub;Zhenyun, Liu;Je ne suis pas une garce;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Je ne suis pas une garce;Zhenyun, Liu
Illusion comique, L' - Pierre Corneille.epub;Corneille, Pierre;Illusion comique, L';290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Corneille' dans TITRE;Illusion comique, L';Corneille, Pierre
Lame du boucher, La - James Patterson.epub;Patterson, James;Lame du boucher, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Patterson' dans TITRE;Lame du boucher, La;Patterson, James
Karpathia - Mathias Menegoz.epub;Menegoz, Mathias;Karpathia;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Karpathia;Menegoz, Mathias
Colline_ (_) - Jean Giono.epub;Giono, Jean;Colline_ (_);110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Colline_ (_);Giono, Jean
Trois guinées - Virginia Woolf.epub;Woolf, Virginia;Trois guinées;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Woolf' dans TITRE;Trois guinées;Woolf, Virginia
Bonne élève - Paula Porroni.epub;Porroni, Paula;Bonne élève;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Bonne élève;Porroni, Paula
Spinoza de la rue du marché - Isaac Bashevis Singer.epub;Singer, Isaac Bashevis;Spinoza de la rue du marché;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Singer' dans TITRE;Spinoza de la rue du marché;Singer, Isaac Bashevis
Conspiration, La - Paul Nizan.epub;Nizan, Paul;Conspiration, La;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Conspiration, La;Nizan, Paul
Defoe,Daniel [] Robinson Crusoe - Tome 1 (1836) french.zzz.epub;Defoe,Daniel;Robinson Crusoe - Tome 1;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Robinson Crusoe - Tome 1;Defoe,Daniel
Novak et son Ai-Phone - Alain Damasio.epub;Damasio, Alain;Novak et son Ai-Phone;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Novak et son Ai-Phone;Damasio, Alain
Sur le bord de la rivière Piedra je me suis assise et j'ai pleuré - Paulo Coelho.epub;Coelho, Paulo;Sur le bord de la rivière Piedra je me suis assise et j'ai pleuré;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Coelho' dans TITRE;Sur le bord de la rivière Piedra je me suis assise et j'ai pleuré;Coelho, Paulo
Lector in fabula - Umberto Eco.epub;Eco, Umberto;Lector in fabula;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Eco' dans TITRE;Lector in fabula;Eco, Umberto
Allumettes suédoises, Les - Robert Sabatier.epub;Sabatier, Robert;Allumettes suédoises, Les;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Allumettes suédoises, Les;Sabatier, Robert
Mala Hora, La - Gabriel García Márquez.epub;Márquez, Gabriel García;Mala Hora, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Márquez' dans TITRE;Mala Hora, La;Márquez, Gabriel García
Forêt des Mânes, La - Jean-Christophe Grangé.epub;Grangé, Jean-Christophe;Forêt des Mânes, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Grangé' dans TITRE;Forêt des Mânes, La;Grangé, Jean-Christophe
Âmes - Tristan Garcia.epub;Garcia, Tristan;Âmes;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Garcia' dans TITRE;Âmes;Garcia, Tristan
A Livre Ouvert - William Boyd.epub;Boyd, William;A Livre Ouvert;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Boyd' dans TITRE;A Livre Ouvert;Boyd, William
Ramuntcho_ 1897 - Pierre Loti.epub;Loti, Pierre;Ramuntcho_ 1897;310;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Chiffres dans AUTEUR | Nom d'auteur connu 'Loti' dans TITRE;Ramuntcho_ 1897;Loti, Pierre
Fantôme d’orient - Pierre Loti.epub;Loti, Pierre;Fantôme d’orient;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Loti' dans TITRE;Fantôme d’orient;Loti, Pierre
Fortune Carree - Joseph Kessel.epub;Kessel, Joseph;Fortune Carree;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Kessel' dans TITRE;Fortune Carree;Kessel, Joseph
Mains enchantées_ Dessins de R. Diligent et Jean Clar, Les - Fanny Clar.epub;Clar, Fanny;Mains enchantées_ Dessins de R. Diligent et Jean Clar, Les;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Mains enchantées_ Dessins de R. Diligent et Jean Clar, Les;Clar, Fanny
Modification_ suivi de Le réalisme mythologique de Michel Butor, La - Michel Butor.epub;Butor, Michel;Modification_ suivi de Le réalisme mythologique de Michel Butor, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Butor' dans TITRE;Modification_ suivi de Le réalisme mythologique de Michel Butor, La;Butor, Michel
Weber,David [Honor Harrington-12b] En Mission - Tome 2 (2010) Science-fiction .Z.epub;Weber,David;En Mission - Tome 2;170;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR | Nom d'auteur connu 'Weber' dans TITRE;En Mission - Tome 2;Weber,David
Carmen - Prosper Mérimée.epub;Mérimée, Prosper;Carmen;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Mérimée' dans TITRE;Carmen;Mérimée, Prosper
Choix de texte - Alfred Jarry.epub;Jarry, Alfred;Choix de texte;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Jarry' dans TITRE;Choix de texte;Jarry, Alfred
Rhin, Tome II, Le - Victor Hugo.epub;Hugo, Victor;Rhin, Tome II, Le;330;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR | Nom d'auteur connu 'Hugo' dans TITRE;Rhin, Tome II, Le;Hugo, Victor
Promesse de l'aube, La - Romain Gary.epub;Gary, Romain;Promesse de l'aube, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Gary' dans TITRE;Promesse de l'aube, La;Gary, Romain
Exercice d'abandon - Catherine Guillebaud.epub;Guillebaud, Catherine;Exercice d'abandon;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Exercice d'abandon;Guillebaud, Catherine
Triptyque - Karin Slaughter.epub;Slaughter, Karin;Triptyque;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Triptyque;Slaughter, Karin
Grillon Du Foyer, Le - Charles Dickens.epub;Dickens, Charles;Grillon Du Foyer, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Dickens' dans TITRE;Grillon Du Foyer, Le;Dickens, Charles
Oberlé, Les - René Bazin.epub;Bazin, René;Oberlé, Les;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Bazin' dans TITRE;Oberlé, Les;Bazin, René
Actes et Paroles, Volume 3 - Victor Hugo.epub;Hugo, Victor;Actes et Paroles, Volume 3;320;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR | Nom d'auteur connu 'Hugo' dans TITRE;Actes et Paroles, Volume 3;Hugo, Victor
Sourires de loup - Zadie Smith.epub;Smith, Zadie;Sourires de loup;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Smith' dans TITRE;Sourires de loup;Smith, Zadie
Défoncé (PR.RI.GF.POLIC.) (French Edition) - Mark Haskell Smith.epub;Smith, Mark Haskell;Défoncé (PR.RI.GF.POLIC.) (French Edition);170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Smith' dans TITRE;Défoncé (PR.RI.GF.POLIC.) (French Edition);Smith, Mark Haskell
Mémoire et rapport sur Victor de l'Aveyron - Jean Itard.epub;Itard, Jean;Mémoire et rapport sur Victor de l'Aveyron;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Mémoire et rapport sur Victor de l'Aveyron;Itard, Jean
Fils (LITT.GENERALE) (French Edition), Le - Philipp Meyer.epub;Meyer, Philipp;Fils (LITT.GENERALE) (French Edition), Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Meyer' dans TITRE;Fils (LITT.GENERALE) (French Edition), Le;Meyer, Philipp
Urgences et sentiments - Kristof Magnusson.epub;Magnusson, Kristof;Urgences et sentiments;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Urgences et sentiments;Magnusson, Kristof
Tout est sous contrôle - Hugh Laurie.epub;Laurie, Hugh;Tout est sous contrôle;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Tout est sous contrôle;Laurie, Hugh
Service clientèle - Benoît Duteurtre.epub;Duteurtre, Benoît;Service clientèle;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Duteurtre' dans TITRE;Service clientèle;Duteurtre, Benoît
Oeuvres complètes, tome 1 (Littérature étrangère) (French Edition) - Ismail Kadaré.epub;Kadaré, Ismail;Oeuvres complètes, tome 1 (Littérature étrangère) (French Edition);160;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Oeuvres complètes, tome 1 (Littérature étrangère) (French Edition);Kadaré, Ismail
